,ID,Toán,Lí,Hóa,Sinh,Văn,Ngoại ngữ,GDCD,Địa,Sử
11145,02011460,6.2,,,,7.0,3.8,8.25,6.25,5.75
11146,02011461,7.2,,,,7.25,3.6,9.0,6.25,3.75
11147,02011462,6.8,5.5,5.0,5.0,7.25,5.6,,,
11148,02011463,4.6,,,,6.75,4.0,8.75,8.25,5.75
11149,02011464,6.8,7.25,6.25,6.25,7.5,4.8,,,
11150,02011465,6.0,,,,7.75,1.8,5.75,6.5,4.75
11151,02011466,6.2,5.0,5.75,5.25,7.0,5.2,,,
11152,02011467,7.4,7.0,5.75,6.25,7.75,5.8,,,
11153,02011468,5.0,,,,7.5,3.6,7.0,4.5,3.75
11154,02011469,8.0,6.75,4.0,5.25,8.0,6.4,,,
11155,02011470,7.4,6.0,6.0,5.0,8.0,4.6,,,
11156,02011471,4.4,,,,7.0,3.4,7.5,6.0,4.25
11157,02011472,6.0,,,,7.5,3.8,7.75,5.75,4.25
11158,02011473,8.4,7.25,5.5,7.0,7.5,5.4,,,
11159,02011474,7.8,5.75,7.75,4.0,7.25,5.2,,,
11160,02011475,5.8,,,,7.0,3.4,9.25,7.5,4.75
11161,02011476,5.8,6.25,6.0,5.0,7.25,4.6,,,
11162,02011477,5.8,6.25,6.5,5.75,6.25,2.2,,,
11163,02011478,6.0,,,,5.0,2.6,7.75,5.25,5.5
11164,02011479,6.0,,,,7.25,3.0,9.25,6.5,4.0
11165,02011480,8.6,7.0,5.75,7.25,5.5,4.6,,,
11166,02011481,8.4,7.25,7.25,6.0,6.75,6.0,,,
11167,02011482,6.4,,,,6.25,5.4,8.75,6.25,6.5
11168,02011483,7.6,6.5,5.25,6.0,8.5,6.8,,,
11169,02011484,6.4,,,,7.75,5.4,9.5,7.25,7.5
11170,02011485,8.6,7.5,8.5,7.25,7.75,5.2,,,
11171,02011486,5.8,,,,6.58,3.4,8.25,6.25,3.25
11172,02011487,7.6,,,,7.0,3.6,9.25,7.5,5.5
11173,02011488,5.0,,,,6.25,4.8,7.25,7.0,5.0
11174,02011489,8.0,,,,5.75,2.6,7.75,5.0,1.75
11175,02011490,7.2,7.25,7.25,5.5,5.75,4.8,,,
11176,02011491,5.4,,,,6.75,5.4,8.5,7.0,5.75
11177,02011492,6.8,6.0,6.0,5.25,7.0,4.8,,,
11178,02011493,5.2,6.5,4.0,3.75,5.5,3.6,,,
11179,02011494,7.8,7.0,6.75,4.75,7.25,5.0,,,
11180,02011495,5.8,,,,6.25,5.6,8.0,7.75,3.75
11181,02011496,5.8,,,,7.75,5.2,8.0,6.25,7.0
11182,02011497,4.0,4.25,4.5,3.75,6.75,2.2,,,
11183,02011498,5.4,5.0,4.25,4.5,4.5,5.0,,,
11184,02011499,7.4,6.75,8.0,6.75,6.75,5.4,,,
11185,02011500,5.2,,,,7.5,3.6,7.75,6.25,5.25
11186,02011501,7.6,5.5,6.25,4.0,4.25,4.6,,,
11187,02011502,6.2,6.5,7.5,4.5,6.25,5.8,,,
11188,02011503,7.2,7.75,6.5,6.5,6.5,5.6,,,
11189,02011504,5.0,,,,6.75,2.6,8.5,5.0,4.5
11190,02011505,6.2,6.0,5.0,4.25,6.75,3.0,,,
11191,02011506,5.4,,,,4.0,4.4,8.0,6.25,5.0
11192,02011507,3.6,,,,4.5,3.0,6.25,5.5,2.25
11193,02011508,4.8,,,,5.5,2.8,7.75,6.0,4.25
11194,02011509,8.2,8.0,7.5,7.25,6.25,8.6,,,
11195,02011510,6.8,5.25,5.25,3.75,6.5,4.8,,,
11196,02011511,5.0,,,,7.0,3.6,8.0,6.25,4.75
11197,02011512,3.8,,,,7.0,3.2,8.25,6.75,6.0
11198,02011513,5.8,6.5,3.5,4.0,7.0,4.2,,,
11199,02011514,4.6,6.0,6.0,2.75,7.0,3.8,,,
11200,02011515,5.2,5.0,5.5,3.75,6.5,3.2,,,
11201,02011516,5.6,,,,6.5,3.0,8.5,6.75,5.5
11202,02011517,7.2,,,,7.25,3.4,8.75,6.75,5.0
11203,02011518,6.0,,,,7.0,2.2,9.25,8.5,8.75
11204,02011519,7.0,6.5,7.75,5.75,6.25,5.6,,,
11205,02011520,6.8,5.0,6.75,5.25,7.5,4.8,,,
11206,02011521,8.4,,,,8.0,5.2,9.25,8.0,6.25
11207,02011522,5.8,,,,7.25,5.8,8.75,7.5,6.25
11208,02011523,9.0,7.25,6.0,5.75,7.5,7.0,,,
11209,02011524,6.2,4.5,3.75,3.5,6.5,3.2,,,
11210,02011525,6.4,,,,7.0,3.0,9.5,7.5,8.5
11211,02011526,7.0,6.0,5.75,6.75,6.75,5.4,,,
11212,02011527,6.2,7.25,6.25,6.0,7.0,5.4,,,
11213,02011528,3.6,,,,6.5,2.6,6.0,5.25,3.0
11214,02011529,6.0,,,,6.5,4.8,9.25,7.25,6.75
11215,02011530,6.2,3.0,5.5,3.75,7.25,3.4,,,
11216,02011531,3.8,2.25,2.75,4.5,6.75,3.0,,,
11217,02011532,7.6,6.75,5.0,5.25,6.75,5.8,,,
11218,02011533,5.2,,,,6.0,3.6,8.25,6.25,7.25
11219,02011534,7.2,5.75,6.25,3.5,5.5,4.0,,,
11220,02011535,7.8,6.25,7.5,4.5,4.75,5.4,,,
11221,02011536,3.0,,,,4.75,3.2,6.0,5.5,3.25
11222,02011537,9.0,8.0,8.75,7.75,7.0,9.0,,,
11223,02011538,2.8,,,,6.25,1.8,7.25,6.25,5.25
11224,02011539,8.2,6.25,8.5,6.75,6.75,6.4,,,
11225,02011540,6.4,5.5,5.75,4.75,4.0,4.6,,,
11226,02011541,6.8,6.25,6.75,5.75,6.75,3.2,,,
11227,02011542,4.2,,,,7.5,5.8,9.0,7.5,6.75
11228,02011543,6.4,5.5,5.25,4.25,7.0,3.0,,,
11229,02011544,5.6,,,,7.5,5.4,9.0,6.5,6.5
11230,02011545,6.8,6.75,5.5,4.75,7.25,4.2,,,
11231,02011546,6.0,,,,6.25,7.4,8.0,7.0,4.75
11232,02011547,7.6,,,,7.5,3.6,8.5,5.75,6.5
11233,02011548,7.8,6.75,6.0,4.75,6.0,4.8,,,
11234,02011549,7.8,8.75,7.0,5.5,6.25,7.0,,,
11235,02011550,7.2,,,,6.5,6.0,8.75,6.25,5.25
11236,02011551,6.8,3.75,7.5,5.5,5.5,5.2,,,
11237,02011552,5.6,,,,6.5,4.2,9.0,5.5,5.25
11238,02011553,6.0,,,,6.0,4.4,9.25,6.5,4.25
11239,02011554,5.2,,,,7.0,4.4,9.25,7.25,4.25
11240,02011555,6.6,6.0,3.75,5.25,5.0,6.8,,,
11241,02011556,5.4,6.5,5.5,4.75,7.75,4.0,,,
11242,02011557,6.0,5.25,4.75,4.25,7.25,4.2,,,
11243,02011558,4.8,,,,6.5,4.4,8.25,6.5,8.0
11244,02011559,6.8,5.25,5.5,3.5,6.0,3.6,,,
11245,02011560,8.4,7.5,7.75,7.0,6.5,4.4,,,
11246,02011561,7.4,6.5,6.5,4.0,7.0,5.4,,,
11247,02011562,5.4,,,,5.0,2.2,8.25,5.25,4.75
11248,02011563,5.0,6.0,6.0,5.5,5.25,5.6,,,
11249,02011564,7.4,6.25,7.5,3.75,7.0,4.2,,,
11250,02011565,9.2,7.5,5.5,6.25,7.0,4.4,,,
11251,02011566,7.2,4.0,5.75,5.75,6.58,5.2,,,
11252,02011567,5.4,3.5,4.75,5.5,6.0,4.0,,,
11253,02011568,7.4,6.0,6.25,4.75,6.0,3.6,,,
11254,02011569,8.0,7.75,6.75,6.25,7.0,5.4,,,
11255,02011570,7.4,7.0,6.75,6.0,5.5,6.0,,,
11256,02011571,6.4,4.25,5.5,4.25,5.75,1.6,,,
11257,02011572,5.8,5.0,4.0,4.5,6.0,5.4,,,
11258,02011573,4.8,5.5,4.0,5.25,5.0,4.8,,,
11259,02011574,7.8,7.0,7.5,6.25,7.25,5.2,,,
11260,02011575,7.0,3.5,7.5,6.25,5.0,4.4,,,
11261,02011576,8.6,8.0,7.25,6.0,6.25,5.4,,,
11262,02011577,7.4,5.0,6.25,5.5,6.0,3.8,,,
11263,02011578,7.6,7.0,6.75,7.0,8.25,6.4,,,
11264,02011579,7.6,7.25,5.5,4.75,7.5,4.4,,,
11265,02011580,8.0,7.25,8.75,6.75,7.5,5.4,,,
11266,02011581,6.2,5.0,6.0,5.25,5.75,3.2,,,
11267,02011582,8.2,7.25,7.5,7.0,7.75,5.0,,,
11268,02011583,8.6,7.0,7.75,6.0,7.5,5.6,,,
11269,02011584,7.0,6.5,5.75,7.0,7.0,5.6,,,
11270,02011585,8.0,4.0,3.75,3.25,4.75,2.4,,,
11271,02011586,6.0,4.0,5.25,5.0,6.75,3.6,,,
11272,02011587,7.8,7.0,7.75,5.5,7.25,6.8,,,
11273,02011588,6.2,4.5,4.5,4.25,6.75,2.8,,,
11274,02011589,8.8,8.25,8.25,6.5,7.25,7.0,,,
11275,02011590,7.0,5.5,5.25,5.5,6.5,5.4,,,
11276,02011591,7.0,7.75,6.75,5.5,6.25,5.8,,,
11277,02011592,8.4,7.25,7.0,5.5,6.75,5.0,,,
11278,02011593,7.2,6.0,7.0,5.0,6.0,4.4,,,
11279,02011594,7.4,,,,8.0,7.6,10.0,8.0,8.25
11280,02011595,6.4,,,,7.75,5.0,8.75,7.25,7.5
11281,02011596,5.2,,,,7.0,4.4,9.0,4.5,5.0
11282,02011597,6.0,,,,6.5,3.6,9.25,8.25,5.75
11283,02011598,3.8,,,,7.0,3.8,7.5,6.75,5.75
11284,02011599,6.8,,,,6.0,2.8,8.25,5.5,3.75
11285,02011600,7.2,4.0,6.25,6.0,6.75,6.2,,,
11286,02011601,7.0,,,,7.75,4.2,9.0,8.0,9.0
11287,02011602,6.2,,,,7.75,3.6,8.75,7.5,6.25
11288,02011603,5.4,4.75,4.75,3.75,5.75,4.2,,,
11289,02011604,6.2,,,,8.0,3.4,7.75,6.0,5.0
11290,02011605,7.6,,,,8.0,4.0,8.5,7.25,5.75
11291,02011606,6.4,,,,7.0,4.6,8.5,4.75,6.25
11292,02011607,6.8,7.0,7.25,6.75,7.0,3.6,,,
11293,02011608,8.8,7.5,7.0,7.5,8.25,9.4,,,
11294,02011609,6.0,5.0,5.5,5.25,6.5,3.4,,,
11295,02011610,6.2,,,,6.75,3.8,9.0,6.25,4.75
11296,02011611,7.4,5.5,4.75,4.75,7.0,4.2,,,
11297,02011612,6.4,,,,7.75,5.2,9.5,8.5,6.5
11298,02011613,8.2,7.5,6.75,6.5,7.25,4.2,,,
11299,02011614,6.4,,,,7.5,3.8,8.0,5.75,5.0
11300,02011615,5.6,,,,7.0,2.6,9.25,6.75,3.5
11301,02011616,5.2,3.25,3.0,4.0,5.0,5.4,,,
11302,02011617,6.6,,,,7.0,3.8,9.25,6.0,5.0
11303,02011618,7.0,,,,7.0,5.8,7.5,6.5,6.75
11304,02011619,4.0,,,,5.75,2.8,7.25,4.75,3.25
11305,02011620,7.8,6.5,7.25,7.5,6.0,4.4,,,
11306,02011621,6.2,,,,7.25,2.6,9.0,7.25,5.25
11307,02011622,7.6,6.0,7.0,5.75,6.75,6.0,,,
11308,02011623,7.6,6.0,6.25,5.75,7.25,3.8,,,
11309,02011624,6.4,,,,5.5,3.2,8.75,5.75,4.75
11310,02011625,6.6,3.25,3.5,3.5,6.75,2.0,,,
11311,02011626,7.2,6.0,6.5,4.75,5.75,8.4,,,
11312,02011627,4.8,,,,6.5,3.6,8.5,5.75,5.5
11313,02011628,6.8,,,,6.75,4.0,8.75,8.0,6.75
11314,02011629,8.0,6.0,7.0,6.25,5.75,4.6,,,
11315,02011630,8.2,7.0,8.5,5.0,6.25,4.2,,,
11316,02011631,5.8,,,,7.0,4.0,9.25,6.25,4.75
11317,02011632,8.0,6.5,8.25,6.5,6.5,4.6,,,
11318,02011633,8.0,7.0,6.0,4.0,7.5,5.2,,,
11319,02011634,6.2,4.0,5.5,4.75,7.25,3.2,,,
11320,02011635,5.8,,,,6.0,2.4,8.75,6.25,5.0
11321,02011636,6.4,,,,6.41,4.0,9.25,7.25,5.75
11322,02011637,8.4,8.5,7.5,7.0,8.5,7.6,,,
11323,02011638,4.4,,,,5.5,5.2,8.5,7.0,6.75
11324,02011639,5.6,5.25,2.75,4.25,5.25,3.4,,,
11325,02011640,5.4,,,,7.25,3.0,8.25,6.0,3.75
11326,02011641,6.8,4.0,4.25,4.0,6.75,3.8,,,
11327,02011642,6.4,6.0,8.0,5.75,7.0,3.8,,,
11328,02011643,7.6,,,,7.75,7.0,9.5,7.75,7.5
11329,02011644,8.0,,,,7.0,6.0,9.25,8.0,8.5
11330,02011645,8.4,7.25,6.0,7.25,7.5,6.2,,,
11331,02011646,5.6,,,,7.0,4.6,7.5,5.5,4.75
11332,02011647,6.8,,,,6.5,4.6,9.5,7.0,5.0
11333,02011648,8.0,6.5,5.5,6.25,7.25,6.4,,,
11334,02011649,8.0,7.0,6.5,5.0,7.25,5.4,,,
11335,02011650,5.2,,,,6.0,3.4,8.5,5.25,2.75
11336,02011651,6.8,4.0,4.75,5.5,7.0,3.2,,,
11337,02011652,5.0,,,,6.25,3.6,6.5,5.0,2.75
11338,02011653,3.8,,,,5.0,4.4,8.0,5.25,4.0
11339,02011654,8.0,7.5,7.25,5.75,7.25,7.4,,,
11340,02011655,7.6,,,,7.5,4.6,9.0,7.5,5.25
11341,02011656,5.4,,,,6.25,3.8,8.75,6.25,4.5
11342,02011657,6.8,5.25,5.5,3.5,6.75,6.2,,,
11343,02011658,4.6,2.75,5.25,4.0,6.75,4.0,,,
11344,02011659,4.4,,,,6.5,5.4,8.0,6.0,4.25
11345,02011660,6.2,,,,7.0,1.8,8.25,6.75,3.25
11346,02011661,3.8,,,,6.25,2.4,7.75,5.25,5.5
11347,02011662,7.8,6.75,6.0,6.75,7.5,5.4,,,
11348,02011663,8.0,7.25,7.75,7.0,8.0,5.0,,,
11349,02011664,7.6,7.0,7.5,5.5,8.0,7.0,,,
11350,02011665,5.6,,,,6.25,3.2,8.0,4.5,2.75
11351,02011666,6.6,,,,7.25,3.6,7.75,6.5,4.25
11352,02011667,6.8,5.25,6.0,3.5,6.5,4.4,,,
11353,02011668,5.2,,,,6.0,4.6,6.75,6.0,5.75
11354,02011669,8.6,,,,7.75,8.6,9.75,8.25,9.75
11355,02011670,7.4,,,,7.75,5.2,8.5,7.25,3.5
11356,02011671,8.2,,,,7.25,7.8,8.25,7.25,6.5
11357,02011672,7.6,,,,7.0,4.8,8.75,5.75,5.0
11358,02011673,7.6,5.25,7.75,7.0,7.0,5.0,,,
11359,02011674,5.8,5.25,4.25,4.0,5.5,4.8,,,
11360,02011675,7.0,,,,6.0,3.8,8.75,7.25,2.75
11361,02011676,6.6,,,,7.0,2.8,9.0,7.25,3.5
11362,02011677,6.6,,,,6.25,2.6,8.0,6.75,3.75
11363,02011678,6.4,,,,6.25,4.6,8.25,6.5,4.75
11364,02011679,6.6,5.75,5.75,3.75,7.25,3.2,,,
11365,02011680,7.8,6.5,7.5,6.0,6.5,5.4,,,
11366,02011681,7.6,5.25,5.5,4.5,6.25,5.0,,,
11367,02011682,6.6,,,,7.75,3.4,9.5,7.5,7.0
11368,02011683,8.0,6.5,7.0,5.5,6.0,5.4,,,
11369,02011684,6.6,5.0,5.25,4.5,6.75,4.8,,,
11370,02011685,6.0,,,,6.25,3.8,8.5,7.0,5.25
11371,02011686,7.6,,,,7.25,6.6,10.0,8.5,9.0
11372,02011687,4.6,,,,6.25,3.0,7.75,5.75,3.0
11373,02011688,7.8,6.5,6.0,4.75,6.75,3.4,,,
11374,02011689,8.0,,,,7.5,5.2,8.5,7.25,5.0
11375,02011690,3.8,,,,6.25,3.0,5.75,7.5,4.0
11376,02011691,6.0,,,,7.5,4.2,8.75,6.25,4.75
11377,02011692,8.2,,,,7.75,4.2,8.25,8.0,8.0
11378,02011693,8.2,6.0,6.5,6.0,4.25,8.8,,,
11379,02011694,7.0,5.0,6.25,7.25,7.5,5.4,,,
11380,02011695,8.0,7.0,7.25,6.0,7.25,4.0,,,
11381,02011696,5.8,,,,7.0,4.6,8.75,5.75,5.0
11382,02011697,7.4,6.0,6.25,5.25,5.75,4.6,,,
11383,02011698,8.6,8.0,7.0,5.75,6.0,9.4,,,
11384,02011699,7.2,5.25,5.75,2.5,5.75,1.8,,,
11385,02011700,5.6,,,,6.75,8.6,9.25,8.25,8.5
11386,02011701,7.4,,,,7.75,5.0,9.25,8.5,8.5
11387,02011702,8.0,7.25,6.5,6.5,6.75,5.0,,,
11388,02011703,6.0,6.0,4.75,4.5,6.75,2.0,,,
11389,02011704,6.0,,,,7.25,5.0,9.25,7.75,7.0
11390,02011705,6.8,,,,7.5,4.0,9.25,6.0,4.5
11391,02011706,5.8,5.75,6.0,4.5,6.0,4.4,,,
11392,02011707,5.6,5.0,6.25,5.25,6.25,4.4,,,
11393,02011708,4.4,,,,7.5,3.6,8.75,5.0,3.25
11394,02011709,7.0,7.25,7.0,6.0,6.75,2.8,,,
11395,02011710,4.6,,,,6.25,3.4,8.5,6.75,5.25
11396,02011711,5.4,4.5,3.25,4.0,6.75,4.4,,,
11397,02011712,3.0,,,,6.75,3.4,8.25,6.25,4.5
11398,02011713,5.8,5.5,4.75,5.25,6.75,5.8,,,
11399,02011714,6.2,,,,7.0,4.4,8.25,6.75,6.75
11400,02011715,5.2,5.25,5.75,4.0,8.0,4.4,,,
11401,02011716,3.6,,,,7.25,5.6,8.5,8.0,5.5
11402,02011717,7.6,7.25,5.75,4.5,6.25,3.6,,,
11403,02011718,8.6,7.0,7.0,5.0,9.0,6.2,,,
11404,02011719,3.4,,,,7.25,3.2,8.0,4.75,3.75
11405,02011720,7.8,5.0,8.0,5.75,7.0,3.4,,,
11406,02011721,8.4,6.5,6.75,4.25,8.0,6.0,,,
11407,02011722,7.8,6.5,7.5,5.75,7.25,6.6,,,
11408,02011723,6.6,,,,7.25,6.0,8.0,6.25,5.0
11409,02011724,7.0,,,,6.75,5.2,9.25,6.0,5.0
11410,02011725,6.0,5.5,5.75,4.0,6.25,3.0,,,
11411,02011726,7.0,7.75,6.5,6.25,7.25,4.4,,,
11412,02011727,6.4,5.25,5.0,4.0,6.25,4.6,,,
11413,02011728,6.8,,,,7.5,4.2,9.5,8.25,8.0
11414,02011729,7.4,5.75,7.5,7.25,6.25,6.4,,,
11415,02011730,4.6,,,,5.75,2.8,8.75,6.5,4.25
11416,02011731,5.6,,,,6.25,2.2,8.25,6.25,4.0
11417,02011732,6.4,6.75,5.75,4.5,6.5,3.6,,,
11418,02011733,6.8,,,,7.0,4.0,9.5,8.0,7.25
11419,02011734,7.2,5.5,5.5,4.75,7.0,5.2,,,
11420,02011735,4.6,4.0,4.0,3.5,6.75,4.8,,,
11421,02011736,7.4,4.75,7.5,4.25,6.75,4.6,,,
11422,02011737,7.6,,,,7.0,6.4,9.0,7.5,5.5
11423,02011738,7.4,7.0,7.0,5.75,6.75,5.4,,,
11424,02011739,5.0,,,,6.25,3.4,7.75,6.25,4.5
11425,02011740,7.0,6.75,4.25,2.75,7.0,2.8,,,
11426,02011741,7.2,5.75,7.5,7.25,7.5,5.8,,,
11427,02011742,6.2,,,,5.75,8.6,8.75,6.75,4.0
11428,02011743,7.0,6.75,6.5,5.0,7.75,5.4,,,
11429,02011744,7.4,5.0,5.5,6.25,8.0,7.4,,,
11430,02011745,7.0,,,,7.5,6.8,8.25,7.5,5.75
11431,02011746,7.4,6.5,4.5,5.5,7.75,5.0,,,
11432,02011747,7.2,,,,7.25,5.2,9.25,7.0,5.0
11433,02011748,5.4,3.75,3.25,3.25,5.5,3.0,,,
11434,02011749,6.4,,,,8.0,3.6,8.0,6.5,5.25
11435,02011750,7.6,6.5,6.5,7.5,7.25,4.8,,,
11436,02011751,5.4,,,,6.25,3.0,7.75,6.0,5.5
11437,02011752,3.4,,,,6.25,4.0,8.0,6.0,4.0
11438,02011753,7.8,7.25,5.75,5.75,7.0,2.8,,,
11439,02011754,8.4,7.0,6.5,6.75,7.5,6.0,,,
11440,02011755,6.2,,,,6.75,4.4,8.5,6.75,5.0
11441,02011756,6.2,4.75,7.5,4.0,5.0,3.6,,,
11442,02011757,6.4,,,,6.0,3.8,8.0,6.75,4.5
11443,02011758,5.2,,,,6.25,8.6,9.5,7.75,6.25
11444,02011759,7.2,,,,7.0,5.8,8.0,7.25,4.5
11445,02011760,7.4,6.5,5.25,6.0,6.75,3.8,,,
11446,02011761,7.0,3.25,4.75,4.5,6.75,5.8,,,
11447,02011762,8.2,6.0,6.5,7.25,6.5,3.4,,,
11448,02011763,4.8,,,,6.75,3.6,5.5,5.25,3.25
11449,02011764,2.0,,,,6.25,3.0,8.0,6.5,4.75
11450,02011765,6.6,5.5,6.0,4.5,4.5,2.8,,,
11451,02011766,7.2,7.25,6.75,5.5,7.5,5.0,,,
11452,02011767,7.8,7.0,4.5,5.75,6.0,5.0,,,
11453,02011768,6.0,4.25,4.5,4.75,5.5,3.2,,,
11454,02011769,6.8,5.0,7.0,7.0,7.0,6.2,,,
11455,02011770,7.4,7.0,7.5,5.0,7.5,6.0,,,
11456,02011771,5.2,,,,6.0,5.0,7.5,7.25,6.25
11457,02011772,6.8,6.25,7.25,4.5,7.5,5.6,,,
11458,02011773,7.6,,,,6.5,5.2,7.75,7.0,5.25
11459,02011774,7.4,,,,6.5,4.8,7.5,5.5,4.5
11460,02011775,7.4,6.5,6.25,7.5,7.0,4.6,,,
11461,02011776,7.4,,,,6.75,3.6,8.5,6.5,4.25
11462,02011777,6.4,5.0,3.5,5.25,6.25,4.0,,,
11463,02011778,7.2,,,,7.0,7.4,9.75,6.25,6.0
11464,02011779,6.0,,,,7.75,2.6,8.0,6.5,3.5
11465,02011780,6.2,6.0,7.5,4.75,5.0,4.0,,,
11466,02011781,6.6,6.0,4.25,6.0,7.0,5.6,,,
11467,02011782,8.2,5.75,5.5,5.0,8.25,5.0,,,
11468,02011783,6.2,,,,6.75,3.2,8.5,6.0,3.0
11469,02011784,8.0,,,,7.75,7.0,9.75,8.5,9.0
11470,02011785,8.2,7.5,5.5,7.5,8.0,8.0,,,
11471,02011786,7.6,,,,7.75,4.2,8.75,7.25,7.25
11472,02011787,7.8,7.75,8.75,7.0,7.0,3.8,,,
11473,02011788,7.2,,,,6.25,4.2,7.5,6.25,3.25
11474,02011789,6.8,5.75,6.0,6.5,6.0,3.6,,,
11475,02011790,6.6,5.0,5.25,5.25,6.5,1.8,,,
11476,02011791,7.2,3.25,7.5,3.5,8.5,7.6,,,
11477,02011792,7.4,7.0,7.75,6.75,7.5,6.4,,,
11478,02011793,6.4,,,,5.75,5.2,7.75,5.5,4.0
11479,02011794,8.2,6.5,5.25,6.5,6.5,6.0,,,
11480,02011795,2.6,,,,7.75,4.2,7.75,4.0,4.75
11481,02011796,6.0,5.25,5.0,3.5,6.0,3.4,,,
11482,02011797,6.4,,,,6.5,5.8,8.0,7.75,5.25
11483,02011798,7.2,6.0,7.25,7.75,6.75,3.6,,,
11484,02011799,6.4,,,,6.75,2.4,9.0,6.5,4.75
11485,02011800,6.6,4.75,3.5,3.5,4.5,5.0,,,
11486,02011801,7.0,5.0,6.5,6.5,8.0,7.0,,,
11487,02011802,5.4,,,,7.75,2.2,6.75,5.75,5.0
11488,02011803,6.2,5.75,7.0,5.5,6.58,5.6,,,
11489,02011804,6.0,4.25,5.5,4.0,5.25,3.2,,,
11490,02011805,7.8,,,,7.0,7.6,9.25,7.25,8.5
11491,02011806,6.4,,,,5.0,4.0,8.25,6.75,5.5
11492,02011807,7.0,4.75,4.75,4.75,6.0,3.8,,,
11493,02011808,7.6,8.25,6.0,7.5,7.0,4.4,,,
11494,02011809,5.6,,,,6.0,1.8,8.5,6.0,3.5
11495,02011810,5.8,3.0,3.75,4.75,6.25,4.2,,,
11496,02011811,6.0,,,,5.75,3.8,7.75,6.5,4.0
11497,02011812,4.8,3.0,2.75,3.0,5.0,3.6,,,
11498,02011813,8.4,,,,5.25,4.8,8.75,7.75,3.75
11499,02011814,5.8,5.5,3.25,4.5,6.0,4.6,,,
11500,02011815,6.2,,,,6.5,2.0,6.25,6.0,2.5
11501,02011816,6.8,6.5,4.75,5.75,6.0,3.0,,,
11502,02011817,7.8,7.5,8.5,5.25,6.5,6.0,,,
11503,02011818,6.2,,,,6.25,2.8,8.0,5.5,4.75
11504,02011819,5.2,,,,5.5,3.4,8.0,4.75,2.25
11505,02011820,6.2,,,,6.25,4.2,8.0,5.75,4.75
11506,02011821,6.2,5.25,6.0,4.5,6.5,3.6,,,
11507,02011822,4.8,,,,6.75,2.6,9.5,5.5,5.0
11508,02011823,7.6,8.0,8.25,6.25,7.5,5.0,,,
11509,02011824,7.2,,,,7.25,5.8,9.75,8.5,6.0
11510,02011825,8.2,7.0,7.0,7.0,7.75,5.6,,,
11511,02011826,6.8,,,,7.25,7.6,9.25,7.0,7.75
11512,02011827,7.0,5.5,5.75,5.75,6.5,3.8,,,
11513,02011828,5.6,,,,6.25,3.8,9.0,5.25,5.0
11514,02011829,7.0,4.75,5.75,4.5,7.0,6.2,,,
11515,02011830,5.8,5.5,4.75,4.5,5.75,2.6,,,
11516,02011831,8.2,7.75,6.75,5.5,6.25,6.0,,,
11517,02011832,5.2,,,,5.75,3.6,6.25,4.75,4.5
11518,02011833,6.2,,,,5.75,3.0,7.75,5.0,3.5
11519,02011834,5.6,,,,6.25,5.4,8.25,6.5,3.75
11520,02011835,7.0,7.0,7.25,3.75,6.5,4.4,,,
11521,02011836,7.2,,,,6.5,3.0,9.25,6.5,7.0
11522,02011837,7.0,4.75,6.75,5.25,7.5,7.0,,,
11523,02011838,6.4,,,,8.0,4.8,9.25,9.25,7.75
11524,02011839,7.4,6.75,7.25,5.75,8.0,3.2,,,
11525,02011840,6.8,,,,6.25,6.0,10.0,7.5,6.5
11526,02011841,6.2,,,,5.5,6.0,9.0,6.0,4.25
11527,02011842,8.8,6.75,7.0,7.75,7.25,7.2,,,
11528,02011843,6.2,5.0,4.0,3.25,6.5,1.8,,,
11529,02011844,5.8,4.75,5.25,4.25,5.25,4.8,,,
11530,02011845,6.8,5.25,5.0,4.5,7.0,5.6,,,
11531,02011846,7.6,7.25,6.75,6.25,7.5,6.6,,,
11532,02011847,6.0,2.75,4.0,5.5,7.0,4.2,,,
11533,02011848,7.0,6.0,7.75,5.25,6.25,5.2,,,
11534,02011849,6.2,3.5,5.25,6.5,6.5,5.0,,,
11535,02011850,7.6,6.75,5.0,5.0,8.0,5.0,,,
11536,02011851,7.2,4.75,4.0,4.75,5.75,3.8,,,
11537,02011852,6.4,5.25,3.75,5.5,6.75,5.2,,,
11538,02011853,6.8,5.75,4.5,6.5,5.75,5.4,,,
11539,02011854,7.6,7.0,6.5,6.5,6.5,7.0,,,
11540,02011855,8.0,6.0,7.5,6.25,6.75,7.4,,,
11541,02011856,7.6,5.25,5.5,4.25,7.0,3.4,,,
11542,02011857,7.4,7.75,8.0,6.0,8.75,5.8,,,
11543,02011858,6.8,5.75,7.0,5.0,5.5,5.8,,,
11544,02011859,6.0,,,,5.25,3.4,7.75,7.0,3.5
11545,02011860,6.2,,,,6.25,2.6,8.5,6.5,4.5
11546,02011861,7.0,,,,6.5,4.8,9.25,6.75,6.5
11547,02011862,5.2,,,,6.25,3.0,8.5,6.75,5.0
11548,02011863,4.6,,,,5.75,3.4,8.75,6.0,5.0
11549,02011864,4.6,,,,6.0,2.0,7.0,5.75,4.0
11550,02011865,6.0,,,,6.25,4.2,9.0,4.75,2.5
11551,02011866,5.0,,,,5.5,2.8,6.75,6.0,3.5
11552,02011867,4.2,,,,6.25,3.6,8.75,7.75,3.0
11553,02011868,7.0,,,,6.0,6.0,9.25,7.0,7.25
11554,02011869,6.6,,,,5.25,4.8,8.25,4.75,4.0
