,ID,Toán,Lí,Hóa,Sinh,Văn,Ngoại ngữ,GDCD,Địa,Sử
1,02000001,7.4,7.75,7.25,5.5,7.25,9.8,,,
2,02000002,8.4,7.5,6.0,4.5,7.5,9.4,,,
3,02000003,8.4,6.5,7.0,4.5,6.5,4.2,,,
4,02000004,8.8,8.25,5.25,6.0,5.5,8.8,,,
5,02000005,7.2,,,,7.25,9.4,7.5,4.5,6.0
6,02000006,8.2,7.0,6.25,3.75,6.5,8.6,,,
7,02000007,7.2,7.0,4.0,3.0,7.25,5.4,,,
8,02000008,8.0,8.5,7.0,4.25,7.75,7.4,,,
9,02000009,7.6,,,,7.25,7.8,8.25,7.5,8.25
10,02000010,8.4,6.25,7.75,4.25,7.0,7.2,,,
